name,lat,lng
419민주묘지,37.650306,127.013289
가락시장,37.492521999999994,127.11823400000002
가산디지털단지,37.481072,126.88234299999999
가양,37.561391,126.854456
가오리,37.641422,127.016766
가좌,37.568490999999995,126.91548700000001
강남,37.497175,127.02792600000001
강남구청,37.517185999999995,127.04128
강동,37.535804,127.132481
강동구청,37.530341,127.120508
강변,37.535095,127.09468100000001
개롱,37.498079,127.13481999999999
개봉,37.494594,126.85868
개포동,37.489115999999996,127.06613999999999
개화,37.578608,126.798153
개화산,37.572399,126.80617099999999
거여,37.493105,127.14415
건대입구,37.540693,127.07023000000001
경기광주,37.399907,127.25263000000001
경복궁,37.575762,126.97353000000001
경찰병원,37.495917999999996,127.12454
고덕,37.555004,127.154151
고려대,37.590508,127.036296
고속터미널,37.50481,127.004943
곤지암,37.351315,127.34674
공덕,37.544018,126.95159199999999
공릉,37.625741999999995,127.072896
공항시장,37.563726,126.810678
광교중앙,37.288616999999995,127.051478
광나루,37.545303000000004,127.10356999999999
광운대,37.623632,127.06183500000002
광화문,37.571026,126.976669
광흥창,37.547456,126.93199299999999
교대,37.493415,127.01408
구로,37.503039,126.88196599999999
구로디지털단지,37.485265999999996,126.901401
구룡,37.486839,127.058856
구반포,37.501364,126.98733200000001
구산,37.611377000000005,126.91727
구의,37.537077000000004,127.085916
구일,37.496756,126.87079299999999
구파발,37.636763,126.918821
국회의사당,37.528105,126.917874
군자,37.557121,127.07954199999999
굽은다리,37.545477000000005,127.142853
금천구청,37.455626,126.89398
금호,37.548034,127.015872
길동,37.537801,127.140004
길음,37.603407000000004,127.025053
김포공항,37.562434,126.80105800000001
까치산,37.531768,126.84668300000001
낙성대,37.476929999999996,126.96369299999999
남구로,37.486056,126.887249
남부터미널,37.485013,127.01618899999998
남성,37.484596,126.971251
남영,37.541021,126.9713
남태령,37.463873,126.989134
내방,37.487618,126.993513
노들,37.512887,126.953222
노량진,37.514219,126.942454
노원,37.655128000000005,127.06136799999999
녹번,37.600927,126.93575600000001
녹사평,37.534675,126.986695
녹천,37.644799,127.05126899999999
논현,37.511093,127.02141499999999
답십리,37.566747,127.052704
당고개,37.670272,127.079066
당산,37.53438,126.902281
대림,37.49297,126.895801
대모산입구,37.491372999999996,127.07271999999999
대방,37.513342,126.926382
대청,37.493514000000005,127.079532
대치,37.494612,127.06364199999999
대흥,37.547771000000004,126.94206899999999
도곡,37.490858,127.05538100000001
도림천,37.514287,126.882768
도봉,37.679563,127.04559499999999
도봉산,37.689313,127.046222
독립문,37.574571,126.957748
독바위,37.618456,126.933031
독산,37.466613,126.88924899999999
돌곶이,37.610537,127.056431
동대문,37.57142,127.009745
동대문역사문화공원,37.565138,127.007896
동대입구,37.559052,127.005602
동묘앞,37.572627000000004,127.016429
동작,37.502971,126.97930600000001
동천,37.337928000000005,127.102976
둔촌동,37.527788,127.136248
등촌,37.550632,126.86568899999999
디지털미디어시티,37.576646000000004,126.90098400000001
뚝섬,37.547184,127.047367
뚝섬유원지,37.53154,127.066704
마곡,37.560183,126.825448
마곡나루,37.567336,126.829497
마들,37.66494,127.057675
마장,37.5661,127.042973
마천,37.49499,127.152781
마포,37.539574,126.94593200000001
마포구청,37.563515,126.90334299999999
망우,37.59955,127.09190900000002
망원,37.556094,126.91005200000001
매봉,37.486947,127.046769
먹골,37.610637,127.077725
면목,37.588578999999996,127.087503
명동,37.560989,126.986325
